Column,Código,Carpeta,Expediente,Tipo documental,Título,Descripción,Autor,Fecha inicial,Fecha final,B/N o Color,Dimensiones,Observaciones,publicable,Número de imágenes,Personajes,img,Column2,Column3,Formato,ruta_doc,doc_existe,ruta_alta,alta_existe,ruta_media,media_existe,archivos_media,ruta_baja,baja_existe,ruta_mini,mini_existe,urls
346,HD_CP01_EXP13_NEG01_FOT01,CP01,EXP13,Negativo,,"Fotografía de los mellizos sentados en una banca, están posando junto a Avedón, la mascota de la familia. Al izquierdo del perro está Jorge y, al otro lado, Álvaro.",Hernán Díaz ,,,Blanco y negro,120 mm,,1,1,"Álvaro Díaz, Jorge Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01/MEDIA/HD_CP01_EXP13_NEG02_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP13_NEG02_FOT01.jpg
347,HD_CP01_EXP13_NEG01_FOT02,CP01,EXP13,Negativo,,"Fotografía de los mellizos sentados en una banca, están posando junto a Avedón, la mascota de la familia. Al izquierdo del perro está Jorge y, al otro lado, Álvaro.",Hernán Díaz ,,,Blanco y negro,120 mm,,1,1,"Álvaro Díaz, Jorge Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02/MEDIA/HD_CP01_EXP13_NEG02_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP13_NEG02_FOT02.jpg
348,HD_CP01_EXP13_NEG01_FOT03,CP01,EXP13,Negativo,,"Fotografía de los mellizos sentados en una banca, están posando junto a Avedón, la mascota de la familia. Al izquierdo del perro está Jorge y, al otro lado, Álvaro.",Hernán Díaz ,,,Blanco y negro,120 mm,,1,1,"Álvaro Díaz, Jorge Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03/MEDIA/HD_CP01_EXP13_NEG02_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP13_NEG02_FOT03.jpg
349,HD_CP01_EXP13_NEG01_FOT04,CP01,EXP13,Negativo,,"Fotografía de los mellizos sentados en una banca, están posando junto a Avedón, la mascota de la familia. Al izquierdo del perro está Jorge y, al otro lado, Álvaro.",Hernán Díaz ,,,Blanco y negro,120 mm,,1,1,"Álvaro Díaz, Jorge Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04/MEDIA/HD_CP01_EXP13_NEG02_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP13/HD_CP01_EXP13_NEG01/HD_CP01_EXP13_NEG01_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP13_NEG02_FOT04.jpg
351,HD_CP01_EXP14_NEG01_FOT01,CP01,EXP14,Negativo,,Fotografía de Álvaro Díaz leyendo una revista.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,Álvaro Díaz ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01/MEDIA/HD_CP01_EXP14_NEG01_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT01.jpg
352,HD_CP01_EXP14_NEG01_FOT02,CP01,EXP14,Negativo,,"Fotografía de Álvaro Díaz sentado en un sofá, lleva traje y parece estar conversando con seriedad ",Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Álvaro Díaz ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02/MEDIA/HD_CP01_EXP14_NEG01_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT02.jpg
353,HD_CP01_EXP14_NEG01_FOT03,CP02,EXP15,Negativo,,"Fotografía de Álvaro Díaz sentado en un sofá, lleva traje y parece estar conversando con seriedad. En esta ocasión se encuentra de perfil.",Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,2,Álvaro Díaz ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03/MEDIA/HD_CP01_EXP14_NEG01_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT03.jpg
354,HD_CP01_EXP14_NEG01_FOT04,CP03,EXP16,Negativo,,"Fotografía del padre de Enrico Consoni en su escritorio,. Lleva traje y gafas. Además, está revisando lo que puede llegar a ser una revista o un periódico y en una mano sostiene un cigarrillo con delicadeza.",Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,3,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04/MEDIA/HD_CP01_EXP14_NEG01_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT04.jpg
355,HD_CP01_EXP14_NEG01_FOT05,CP01,EXP14,Negativo,,"Fotografía de Jaime Díaz leyendo lo que parece ser una revista, se encuentra sentado en un sofá mientras apoya sus pies sobre la mesa de centro. ",Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,Jaime Díaz,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05/MEDIA/HD_CP01_EXP14_NEG01_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT05.jpg
356,HD_CP01_EXP14_NEG01_FOT06,CP01,EXP14,Negativo,,Fotografía de Álvaro Díaz leyendo una revista.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06/MEDIA/HD_CP01_EXP14_NEG01_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG01/HD_CP01_EXP14_NEG01_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG01_FOT06.jpg
357,HD_CP01_EXP14_NEG02_FOT01,CP01,EXP14,Negativo,,"Fotografía de Hernán Díaz sentado en un mueble mientras se fuma un cigarrillo, el cual sostiene levemente en su boca a la espera de que sus dedos lleguen a retirarlo de ella. ",Desconocido,,,Blanco y negro,35 mm,,1,1,Hernán Díaz ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01/MEDIA/HD_CP01_EXP14_NEG02_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT01.jpg
358,HD_CP01_EXP14_NEG02_FOT02,CP01,EXP14,Negativo,,"Fotografía Belarmina Giraldo junto a Ana María Salazar sentadas en un sofá. Por un lado, Belarmina lleva falda y collar de perlas. Por otro lado, Ana María tiene una revista en la mano. Ambas tienen clavada la mirada hacia afuera del plano",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02/MEDIA/HD_CP01_EXP14_NEG02_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT02.jpg
359,HD_CP01_EXP14_NEG02_FOT03,CP01,EXP14,Negativo,,"Fotografía de Jaime Díaz revisando lo que parece ser una revista, se encuentra sentado en un sofá mientras apoya sus pies sobre la mesa de centro. ",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Jaime Díaz,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03/MEDIA/HD_CP01_EXP14_NEG02_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT03.jpg
360,HD_CP01_EXP14_NEG02_FOT04,CP02,EXP15,Negativo,,"Fotografía del padre de Enrico Consoni en su escritorio, lleva traje y gafas. Además, está revisando lo que puede llegar a ser una revista o un periódico y en una mano sostiene un cigarrillo con delicadeza",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04/MEDIA/HD_CP01_EXP14_NEG02_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT04.jpg
361,HD_CP01_EXP14_NEG02_FOT05,CP03,EXP16,Negativo,,"Fotografía de Jaime Díaz revisando lo que parece ser una revista, se encuentra sentado en un sofá mientras apoya sus pies sobre la mesa de centro.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Jaime Díaz,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05/MEDIA/HD_CP01_EXP14_NEG02_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT05.jpg
362,HD_CP01_EXP14_NEG02_FOT06,CP01,EXP14,Negativo,,"Fotografía de Álvaro Díaz sentado en un sofá, lleva traje y se encuentra leyendo una revista.",Desconocido,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06/MEDIA/HD_CP01_EXP14_NEG02_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG02/HD_CP01_EXP14_NEG02_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG02_FOT06.jpg
363,HD_CP01_EXP14_NEG03_FOT01,CP01,EXP14,Negativo,,"Fotografía Belarmina Giraldo junto a su nuera Ana María Díaz sentadas en un sofá. Por un lado, Belarmina lleva falda y collar de perlas. Por otro lado, Ana María Díaz tiene un cigarrillo en la mano.",Desconocido,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01/MEDIA/HD_CP01_EXP14_NEG03_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG03_FOT01.jpg
364,HD_CP01_EXP14_NEG03_FOT02,CP01,EXP14,Negativo,,"Fotografía Belarmina Giraldo junto a su nuera Ana María Salazar sentadas en un sofá. Por un lado, Belarmina lleva falda y collar de perlas. Por otro lado, Ana María está sentada con una revista en sus piernas y los brazos cruzados a la altura de su abdomen.",Desconocido,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02/MEDIA/HD_CP01_EXP14_NEG03_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP14/HD_CP01_EXP14_NEG03/HD_CP01_EXP14_NEG03_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP14_NEG03_FOT02.jpg
